field0	field1	field2	field3
233700	250	4011	67911
233701	224	4020	67911
233702	190	4008	67911
233703	153	3916	67911
233704	137	3863	67911
233705	180	3835	67911
233706	210	3828	67911
233707	926	3605	67912
233708	252	3817	67913
233709	303	3851	67913
233710	317	3877	67913
233711	326	3927	67913
233712	294	3960	67913
233713	250	3981	67913
233714	224	3992	67913
233715	185	3960	67913
233716	169	3927	67913
233717	157	3890	67913
233718	164	3853	67913
233719	215	3821	67913
233720	310	3953	67914
233721	3572	1827	67915
233722	3562	1717	67916
233740	2824	1317	67924
233741	2947	1473	67924
233742	3031	1652	67924
233743	3028	1694	67924
233744	2929	1992	67924
233745	2862	1987	67924
233746	2713	1956	67924
233747	2706	1950	67924
233748	2575	1828	67924
233749	2618	1598	67924
233750	2659	1398	67924
233751	2675	1334	67924
233753	2725	2179	67926
233754	2824	1317	67932
233755	2947	1473	67932
233756	3031	1652	67932
233757	3028	1694	67932
233758	2929	1992	67932
233759	2862	1987	67932
233760	2713	1956	67932
233761	2706	1950	67932
233762	2575	1828	67932
233763	2618	1598	67932
233764	2659	1398	67932
233765	2675	1334	67932
233767	2725	2179	67934
233772	2387	2993	67943
233781	2542	2964	67946
233782	2698	2978	67946
233783	2700	2984	67946
233784	2691	3021	67946
233785	2475	3052	67770
233787	2559	3217	67947
233788	2440	3150	67773
233789	2479	3129	67773
233792	2556	3219	67949
233793	2833	3113	67950
233794	2863	3115	67950
233795	2880	3146	67950
233796	2909	3243	67950
233797	2669	3406	67950
233798	2626	3396	67950
233799	2614	3388	67950
233800	2534	3277	67950
233801	2596	3190	67950
233802	2602	3183	67950
233803	2615	3178	67950
233804	2634	3172	67950
233806	2556	3219	67952
233809	2556	3219	67955
233814	2808	3088	67956
233815	2864	3100	67956
233816	2900	3136	67956
233817	2920	3172	67956
233818	2916	3232	67956
233819	2876	3288	67956
233820	2701	3427	67956
233821	2665	3423	67956
233822	2613	3403	67956
233823	2489	3312	67956
233824	2513	3244	67956
233825	2760	3100	67956
233826	2663	3169	67957
233827	2785	3207	67957
233828	2874	3247	67957
233829	2843	3295	67957
233830	2622	3356	67957
233831	2562	3286	67957
233832	2591	3214	67957
233833	2612	3175	67957
233834	2676	3254	67958
233835	2833	3113	67959
233836	2863	3115	67959
233837	2880	3146	67959
233838	2909	3243	67959
233839	2669	3406	67959
233840	2626	3396	67959
233841	2614	3388	67959
233842	2534	3277	67959
233843	2596	3190	67959
233844	2602	3183	67959
233845	2615	3178	67959
233846	2634	3172	67959
233848	2556	3219	67961
233849	2581	3305	67962
233850	2638	3358	67963
233851	2711	3233	67964
233852	2590	3231	67965
233855	2393	3000	67968
233856	3589	1218	67969
233857	3638	1238	67969
233858	3651	1250	67969
233859	3652	1292	67969
233860	3610	1297	67969
233865	2567	2274	67974
233866	2678	2282	67974
233867	2799	2449	67974
233868	2803	2493	67974
233869	2746	2592	67974
233870	2714	2631	67974
233871	2663	2642	67974
233872	2308	2593	67974
233873	2214	2472	67974
233874	2275	2289	67974
233876	2725	2183	67976
233878	2725	2183	67978
233879	2595	2278	67979
233880	2648	2291	67979
233881	2818	2483	67979
233882	2804	2488	67979
233883	2335	2553	67979
233884	2294	2544	67979
233885	2208	2470	67979
233886	2230	2420	67979
233887	2273	2364	67979
233888	2369	2301	67979
233889	2795	2514	67980
233890	2772	2598	67980
233891	2703	2634	67980
233892	2671	2648	67980
233893	2672	2617	67980
233894	2559	2279	67981
233895	2593	2448	67981
233896	2571	2552	67981
233897	2472	2589	67981
233898	2271	2521	67981
233899	2354	2350	67981
233900	2740	2588	67982
233901	2774	2596	67982
233902	2712	2634	67982
233903	2665	2645	67982
233904	2669	2623	67982
233905	2682	2607	67982
233906	2518	2381	67983
233907	2593	2453	67983
233908	2566	2551	67983
233909	2471	2594	67983
233910	2444	2579	67983
233911	2373	2510	67983
233913	2721	2178	67985
233914	383	-704	67993
233915	391	-705	67993
233916	439	-631	67993
233917	438	-625	67993
233918	437	-620	67993
233919	425	-605	67993
233920	416	-600	67993
233921	324	-667	67993
233922	325	-670	67993
233923	254	-706	67994
233924	286	-682	67994
233925	291	-660	67994
233926	289	-642	67994
233927	191	-614	67994
233928	111	-637	67994
233929	125	-660	67994
233930	192	-704	67994
233931	436	-523	67995
233932	-56	-3235	67996
233933	-39	-3156	64149
233935	-118	-2434	64223
233937	-392	1912	67999
233948	-199	486	68010
233949	-372	-1624	68011
233951	-385	-1618	68013
234062	-1672	-135	68026
234063	-1643	-131	68026
234064	-1621	-119	68026
234065	-1611	-96	68026
234066	-1611	-70	68026
234067	-1614	-35	68026
234068	-1653	-3	68026
234069	-1685	0	68026
234070	-1698	-32	68026
234071	-1698	-61	68026
234072	-1698	-90	68026
234073	-1689	-119	68026
234074	-1814	228	68027
234075	-1795	228	68027
234076	-1776	232	68027
234077	-1766	248	68027
234078	-1766	267	68027
234079	-1769	280	68027
234080	-1788	302	68027
234081	-1817	312	68027
234082	-1837	302	68027
234083	-1840	283	68027
234084	-1840	267	68027
234085	-1830	241	68027
234086	-339	2399	68028
234087	-362	2175	68029
234088	-374	2171	68030
234089	-377	2058	68031
234090	-376	2062	68032
234091	-338	2074	68033
234092	-341	2072	68034
234093	-392	1912	68035
234095	2388	181	67536
234096	2445	260	67536
234097	2444	279	67536
234098	2255	315	67536
234109	2105	288	67536
234110	1911	156	68038
234124	2284	164	68046
234125	4187	36	68047
234126	4327	36	68047
234127	4442	60	68047
234128	4923	646	68047
234129	5152	1116	68047
234130	5182	1201	68047
234131	5144	1286	68047
234132	5053	1455	68047
234133	4706	1239	68047
234134	4612	1085	68047
234135	4145	56	68047
234136	4311	1079	68049
234137	4577	1152	68049
234138	4590	1159	68049
234139	4479	1137	68049
234140	4366	1102	68049
234141	4707	1050	76278
234142	4227	644	68050
234143	4250	662	68051
234144	3804	1264	68052
234145	3809	1312	68520
234146	3738	1269	68521
234180	3620	1265	68059
234202	2585	3260	68064
234203	3565	2037	68065
234204	3530	2169	68066
234205	3402	2148	68067
234207	1923	150	68069
234209	1936	133	68071
234210	3474	1525	68072
234265	-2503	526	68088
234266	-2576	792	68089
234500	853	-1950	68130
234501	1443	-549	68131
234527	1445	-545	68141
234528	359	-2031	68142
234529	1447	-548	68143
234542	-166	-2919	68145
234543	1539	-1224	68146
234544	1521	-1283	68147
234545	1515	-1262	68147
234546	1502	-1261	68147
234547	1492	-1264	68147
234548	1488	-1275	68147
234549	1445	-545	68148
234550	1548	-1315	68149
234551	219	475	68150
234552	360	495	68150
234553	394	514	68150
234554	407	591	68150
234555	400	630	68150
234556	390	653	68150
234557	240	629	68150
234558	138	584	68150
234559	26	489	68150
234657	3457	399	68169
234659	3479	441	68171
234723	3728	354	68184
234727	3746	348	68188
234729	3728	354	68190
234733	3746	348	68194
234785	3677	664	68207
234788	3685	684	68210
234807	3677	664	68216
234810	3685	684	68219
235138	3457	399	68292
235140	3479	441	68294
235144	1762	2330	68298
235145	-1812	1053	68299
235146	-1640	1069	68300
235147	3588	1283	67969
235148	3643	1786	68301
235149	3610	1673	68302
235150	3644	1786	68650
235268	2501	3125	67946
235269	2466	3077	67946
235270	2496	3024	67946
235271	2387	2993	68323
235272	2556	3219	68324
235280	3474	2119	68326
235284	3683	1525	68330
235285	3940	877	68331
235286	1824	2181	68332
235287	1841	2206	68332
235288	1881	2318	68332
235289	1887	2579	68332
235290	1879	2605	68332
235291	1818	2617	68332
235292	1514	2392	68332
235293	1503	2383	68332
235294	1485	2280	68332
235295	1503	2255	68332
235296	1552	2211	68332
235297	1589	2189	68332
235298	1762	2330	68333
235299	1586	2196	68334
235300	1815	2196	68334
235301	1898	2374	68334
235302	1874	2583	68334
235303	1858	2595	68334
235304	1816	2606	68334
235305	1515	2388	68334
235306	1502	2312	68334
235307	1502	2279	68334
235308	1572	2202	68334
235309	1762	2330	68335
235310	1587	2178	68336
235311	1833	2183	68336
235312	1864	2241	68336
235313	1897	2354	68336
235314	1884	2598	68336
235315	1827	2611	68336
235316	1811	2609	68336
235317	1508	2397	68336
235318	1489	2328	68336
235319	1495	2272	68336
235320	1506	2253	68336
235321	1561	2198	68336
235322	1762	2335	68337
235324	1757	2329	68339
235326	1816	2199	68341
235327	1792	2411	68342
235328	1600	2243	68343
235329	1867	2259	68344
235330	1754	2336	68345
235331	1742	2345	68346
235332	1739	2330	68347
235333	1762	2335	68348
235335	1573	2202	68350
235336	1723	2208	68350
235337	1748	2212	68350
235338	1855	2318	68350
235339	1888	2355	68350
235340	1891	2374	68350
235341	1865	2580	68350
235342	1818	2597	68350
235343	1547	2420	68350
235344	1523	2392	68350
235345	1498	2313	68350
235346	1509	2284	68350
235347	1762	2330	68351
235348	1762	2335	68352
235350	1691	2179	68354
235351	1763	2183	68354
235352	1859	2239	68354
235353	1903	2303	68354
235354	1931	2378	68354
235355	1923	2442	68354
235356	1867	2486	68354
235357	1799	2502	68354
235358	1656	2422	68354
235359	1624	2374	68354
235360	1600	2267	68354
235361	1636	2191	68354
235362	1857	2250	68355
235363	1762	2330	68356
235364	1402	2689	68357
235367	1850	2747	68360
235368	1899	2808	68360
235369	1918	3016	68360
235370	1924	3092	68360
235371	1832	3101	68360
235372	1825	3097	68360
235373	1739	2965	68360
235374	1718	2909	68360
235375	1728	2785	68360
235376	1734	2774	68360
235377	1769	2760	68360
235378	1779	2758	68360
235380	1967	3177	68362
235381	3489	2099	68363
235382	3489	2099	68364
235383	2514	-491	66729
235396	3130	-896	68366
235397	3165	-896	68366
235398	3219	-878	68366
235399	3255	-860	68366
235400	3317	-779	68366
235401	3282	-744	68366
235402	3246	-744	68366
235403	3210	-753	68366
235404	3174	-771	68366
235405	3094	-815	68366
235406	3085	-842	68366
235407	3103	-869	68366
235408	1932	-699	68367
235409	3221	-673	68368
235410	2354	-683	68369
235411	2380	-678	68369
235412	2448	-647	68369
235413	2498	-596	68369
235414	2478	-430	68369
235415	2383	-399	68369
235416	2324	-389	68369
235417	2289	-444	68369
235418	2254	-544	68369
235419	2242	-648	68369
235420	2514	-491	68370
235421	2012	-529	68371
235422	2074	-520	68371
235423	2128	-466	68371
235424	2146	-422	68371
235425	2146	-377	68371
235426	2065	-323	68371
235427	1913	-270	68371
235428	1851	-314	68371
235429	1842	-350	68371
235430	1842	-413	68371
235431	1859	-484	68371
235432	1904	-520	68371
235433	1440	-550	68372
235434	1466	-520	68373
235435	119	-1584	66424
235449	211	-1410	68376
235450	189	-1405	68377
235452	3797	547	68379
235454	3794	521	68381
235456	3807	532	68383
235462	3751	546	68389
235464	-709	-1768	68391
235465	-684	-1729	68391
235466	-667	-1655	68391
235467	-688	-1636	68391
235468	-712	-1623	68391
235469	-732	-1624	68391
235470	-758	-1627	68391
235471	-804	-1663	68391
235472	-816	-1683	68391
235473	-743	-1755	68391
235474	-708	-1691	68392
235476	-483	-1680	68394
235602	-393	-1746	64142
235603	-285	-1635	64142
235604	-242	-1502	64142
235605	-314	-1489	64142
235606	-444	-1500	64142
235607	-557	-1562	64142
235608	-593	-1589	64142
235609	-620	-1642	64142
235610	-658	-1723	64142
235611	-483	-1680	68422
235648	209	-1411	66430
235649	4413	862	68454
235651	4352	238	68457
235652	4548	391	68457
235653	4553	612	68457
235654	4503	727	68457
235655	4389	720	68457
235656	4265	287	68457
235657	4247	859	68458
235658	4350	958	68458
235710	2769	-568	68467
235711	2672	-622	68468
235712	2626	-531	68469
235713	2562	-633	68470
235714	2593	-492	68471
235715	2593	-492	68472
235716	4407	809	68473
235719	4343	238	68476
235720	4596	360	68476
235721	4532	617	68476
235722	4485	664	68476
235723	4449	654	68476
235724	4265	294	68476
235725	4340	874	68477
235743	2593	-492	68484
235744	3264	-592	68485
235745	3166	-771	68486
235746	3148	-467	68487
235823	2025	197	67536
235824	2045	159	67536
235825	2084	151	67536
235826	1916	155	68037
235827	1943	143	68518
235828	2194	376	68519
235829	3694	318	68523
235858	3710	386	68523
235859	3693	556	68523
235860	3626	660	68523
235861	3497	680	68523
235862	3469	677	68523
235863	3302	635	68523
235864	3256	609	68523
235865	3250	545	68523
235868	3361	457	68523
235869	3224	650	68528
235870	2409	166	68530
235871	1923	150	68531
235872	1936	133	68532
235873	1949	137	68533
235874	2180	149	67539
235875	2171	202	67539
235876	2128	228	67539
235877	2094	213	67539
235878	2072	203	67539
235879	2046	169	67539
235880	2088	151	67539
235881	1911	156	68534
235932	2489	160	66375
235933	2722	379	66376
235938	-284	-2975	63362
235939	-284	-2967	63362
235940	-292	-2957	63362
235941	-304	-2975	63362
235942	-308	-2988	63362
235943	-308	-2992	63362
235944	-298	-3002	63362
235945	-33	-2475	68545
235946	-28	-2475	68545
235947	22	-2424	68545
235948	14	-2329	68545
235949	8	-2274	68545
235950	-6	-2238	68545
235951	-212	-2349	68545
235952	-229	-2405	68545
235953	-217	-2436	68545
235955	-150	-2666	68547
235956	-117	71	68548
235958	-364	203	68550
235959	-343	213	68551
235960	-17	-47	68552
235975	-350	207	68557
235976	-17	-47	68558
235977	-278	-60	68559
235978	-243	150	68560
235979	-335	216	68561
235980	-21	-51	68562
235987	-300	221	68565
235988	-21	-51	68566
235989	-209	-94	68567
235990	-171	-84	68567
235991	-116	-47	68567
235992	-98	3	68567
235993	-93	67	68567
235994	-117	147	68567
235995	-171	185	68567
235996	-267	227	68567
235997	-333	238	68567
235998	-394	210	68567
235999	-320	-31	68567
236000	-284	-75	68567
236001	-256	-97	68568
236002	-177	-96	68568
236003	-127	-55	68568
236004	-90	26	68568
236005	-88	83	68568
236006	-139	176	68568
236007	-218	224	68568
236008	-294	237	68568
236009	-383	211	68568
236010	-382	143	68568
236011	-337	0	68568
236012	-314	-50	68568
236074	-140	-2661	68579
236075	-100	-2605	68580
236076	-98	-2606	68581
236078	-140	-2661	68583
236079	-100	-2605	68584
236083	-334	216	68586
236084	-23	-52	68587
236085	-189	-90	68588
236086	-118	-40	68588
236087	-95	15	68588
236088	-100	116	68588
236089	-127	163	68588
236090	-179	207	68588
236091	-249	231	68588
236092	-327	242	68588
236093	-391	191	68588
236094	-350	51	68588
236095	-323	-40	68588
236096	-287	-86	68588
236097	-115	63	68589
236099	-364	203	68591
236100	-346	208	68592
236101	-14	-60	68593
236102	-280	-58	68594
236103	-244	151	68595
236104	-339	216	68596
236105	-23	-52	68597
236121	-348	208	68603
236122	-14	-60	68604
236123	-172	-88	68605
236124	-129	-49	68605
236125	-104	15	68605
236126	-96	78	68605
236127	-117	159	68605
236128	-226	233	68605
236129	-302	239	68605
236130	-392	206	68605
236131	-370	139	68605
236132	-317	4	68605
236133	-299	-39	68605
236134	-250	-89	68605
236135	1482	2459	68606
236136	1563	2471	68606
236137	1600	2477	68606
236138	1783	2560	68606
236139	1709	2680	68606
236140	1649	2730	68606
236141	1515	2741	68606
236142	1460	2677	68606
236143	1416	2555	68606
236144	1410	2514	68606
236145	1375	2722	68607
236146	1542	2660	68608
236147	1500	2502	68609
236148	1588	2517	68609
236149	1768	2562	68609
236150	1665	2681	68609
236151	1644	2698	68609
236152	1585	2720	68609
236153	1482	2615	68609
236154	1450	2547	68609
236155	1324	2515	68610
236156	1324	2515	68611
236157	1369	2315	68612
236158	1402	2315	68612
236159	1449	2339	68612
236160	1463	2372	68612
236161	1463	2405	68612
236162	1449	2452	68612
236163	1430	2481	68612
236164	1203	2551	68612
236165	1137	2528	68612
236166	1104	2466	68612
236167	1095	2395	68612
236168	1109	2339	68612
236169	1408	2350	68613
236170	1409	2423	68613
236171	1404	2476	68613
236172	1176	2526	68613
236173	1161	2503	68613
236174	1118	2391	68613
236175	1125	2358	68613
236176	1325	2519	68614
236177	1337	2357	68615
236185	1258	2411	68623
236187	1324	2515	68625
236188	1128	2353	68626
236189	1133	2533	68627
236190	1402	2689	68628
236191	1233	2783	68629
236192	1265	2788	68629
236193	1314	2838	68629
236194	1261	2862	68629
236195	1176	2876	68629
236196	1163	2863	68629
236197	1199	2792	68629
236198	1375	2722	68630
236209	1402	2689	68634
236210	1194	2736	68635
236211	1236	2740	68635
236212	1251	2755	68635
236213	1279	2783	68635
236214	1312	2821	68635
236215	1312	2854	68635
236216	1298	2873	68635
236217	1236	2868	68635
236218	1166	2849	68635
236219	1156	2825	68635
236220	1161	2783	68635
236221	1170	2759	68635
236230	1260	2783	68637
236231	1293	2800	68637
236232	1321	2828	68637
236233	1242	2906	68637
236234	1168	2871	68637
236235	1165	2866	68637
236236	1154	2819	68637
236237	1171	2763	68637
236238	1375	2722	68638
236246	1149	3094	68640
236247	1187	3108	68640
236248	1244	3172	68640
236249	1248	3179	68640
236250	1245	3282	68640
236251	1241	3298	68640
236252	1228	3312	68640
236253	1227	3313	68640
236254	1161	3353	68640
236255	1129	3129	68640
236256	1127	3110	68640
236257	1130	3107	68640
236258	1402	2689	68641
236259	1264	3035	68642
236260	1353	3053	68642
236261	1355	3065	68642
236262	1258	3579	68642
236263	1121	3539	68642
236264	1093	3484	68642
236265	1134	3128	68642
236266	1163	3088	68642
236267	1251	3032	68643
236268	1201	3456	68644
236269	1240	3039	68645
236270	660	2133	68648
236271	629	2349	68648
236272	627	2353	68648
236273	440	2626	68648
236274	420	2648	68648
236275	413	2650	68648
236276	317	2618	68648
236277	289	2507	68648
236278	289	2505	68648
236279	335	2241	68648
236280	343	2238	68648
236281	535	2167	68648
236282	393	2256	68652
236369	1831	4257	68666
236370	2326	3524	68667
236371	2441	3534	68667
236372	2624	3649	68667
236373	2844	3838	68667
236374	2838	3914	68667
236375	2661	4180	68667
236376	2102	4267	68667
236377	1799	4105	68667
236378	1836	3973	68667
236379	1915	3805	68667
236380	1853	4251	68668
236390	2272	3778	68673
236391	2869	3849	68673
236392	2682	4191	68673
236393	2308	4231	68673
236394	2041	4214	68673
236395	1802	4153	68673
236396	1778	4072	68673
236397	1825	4004	68673
236398	1872	3946	68673
236399	2002	3812	68673
236400	2463	3552	68674
236401	2650	3682	68674
236402	2693	3727	68674
236403	2683	3802	68674
236404	2349	3670	68674
236405	2387	3578	68674
236406	1853	4251	68675
236407	2409	3535	68676
236408	2682	3641	68676
236409	2891	3788	68676
236410	2938	3868	68676
236411	2745	4159	68676
236412	2676	4216	68676
236413	2320	4276	68676
236414	2043	4261	68676
236415	1846	4113	68676
236416	1805	3913	68676
236417	1940	3778	68676
236418	2124	3677	68676
236419	1853	4251	68677
236420	2566	3841	68678
236421	-627	2532	68679
236422	-575	2562	68679
236423	-533	2620	68679
236424	-533	2705	68679
236425	-579	2795	68679
236426	-679	2784	68679
236427	-674	2752	68679
236429	149	3198	78379
236430	-721	2580	68681
236431	-635	2588	68681
236432	-597	2611	68681
236433	-604	2716	68681
236434	-652	2759	68681
236435	-741	2727	68681
236436	-794	2678	68681
236437	-800	2597	68681
236440	149	3198	68684
236449	-693	2506	68685
236450	-640	2522	68685
236451	-600	2540	68685
236452	-558	2673	68685
236453	-581	2816	68685
